time,open,high,low,close,Heikin-Ashi (Open),Heikin-Ashi (High,Heikin-Ashi (Low),Heikin-Ashi (Close),Histogram,MACD,Signal
1706797800,21.2,22.32,19.82,21.33,21.847392575868533,22.32,19.82,21.167499999999997,-0.11873376405358771,-1.4652051289701724,-1.3464713649165847
1706884200,20.58,21.64,20.2,21.44,21.507446287934265,21.64,20.2,20.965,-0.03007304722661419,-1.3840626739498525,-1.3539896267232383
1707143400,21.19,21.19,17.07,17.51,21.23622314396713,21.23622314396713,17.07,19.240000000000002,-0.2113851025644542,-1.618221004928806,-1.4068359023643517
1707229800,17.82,18.555,17.11,18.26,20.238111571983566,20.238111571983566,17.11,17.93625,-0.25325772763446364,-1.7234080619074312,-1.4701503342729676
1707316200,18.18,19.61,16.63,18.91,19.087180785991784,19.61,16.63,18.3325,-0.21134192779758032,-1.734327744019943,-1.5229858162223626
1707402600,20.7,22.3,20.1,22.17,18.709840392995893,22.3,18.709840392995893,21.317500000000003,0.04793933159701269,-1.4630616517260968,-1.5110009833231095
1707489000,25.14,26.07,23.7,25.38,20.013670196497948,26.07,20.013670196497948,25.072499999999998,0.4265689512894868,-0.977789794211251,-1.4043587455007378
1707748200,24.94,28.2,24.94,27.17,22.543085098248973,28.2,22.543085098248973,26.3125,0.7685621011875505,-0.44365611901629975,-1.2122182202038503
1707834600,23.75,25.769,23.35,24.62,24.427792549124486,25.769,23.35,24.37225,0.7909440060889028,-0.22353821259272166,-1.0144822186816245
1707921000,28.5,31.7,28.0683,31.54,24.400021274562242,31.7,24.400021274562242,29.952075,1.2143770330576866,0.5034890726404839,-0.7108879604172027
1708007400,35,36.31,32.2,33.57,27.17604813728112,36.31,27.17604813728112,34.27,1.5521478877534318,1.229296899274587,-0.32285098847884475
1708093800,43,44.73,38.82,39.44,30.723024068640562,44.73,30.723024068640562,41.497499999999995,2.0600430161338665,2.2522027816884886,0.192159765554622
1708439400,39.48,39.659,31.95,36.35,36.11026203432028,39.659,31.95,36.85975,2.0714425189744894,2.7814629142727334,0.7100203952982442
1708525800,32.31,34.13,31.3101,31.74,36.48500601716014,36.48500601716014,31.3101,32.372525,1.6693265161564026,2.7966785404937475,1.127352024337345
1708612200,32.98,35.54,32.38,35.14,34.42876550858007,35.54,32.38,34.010000000000005,1.5364813452300892,3.0479537058749564,1.5114723606448672
1708698600,33.61,34.7057,30.94,33.11,34.21938275429004,34.7057,30.94,33.091425,1.2293420121529202,3.0481498758360175,1.8188078636830973
1708957800,34.22,45.278,34.01,44.1,33.65540387714502,45.278,33.65540387714502,39.401999999999994,1.657163290032185,3.8902619762233286,2.2330986861911435
1709044200,49.13,51.14,43.19,46.39,36.52870193857251,51.14,36.52870193857251,47.462500000000006,1.9642258564169035,4.688381006712273,2.7241551502953696
1709130600,51,52.37,45.78,47.02,41.99560096928626,52.37,41.99560096928626,49.042500000000004,2.0690882848089878,5.310515506306604,3.2414272214976165
1709217000,49.9,52.01,43.8981,48.32,45.51905048464313,52.01,43.8981,48.532025,2.0797604862248873,5.841127829278726,3.7613673430538386
1709303400,47.64,49.6625,44.78,49.4,47.02553774232156,49.6625,44.78,47.870625000000004,2.0120565428265618,6.27643802158704,4.264381478760479
1709562600,55,63.98,52.51,60.55,47.44808137116078,63.98,47.44808137116078,58.00999999999999,2.5368350936309056,7.435425345799111,4.898590252168205
1709649000,61.15,66.22,53.13,53.97,52.72904068558039,66.22,52.72904068558039,58.6175,2.268191294905006,7.733829370799462,5.465638075894456
1709735400,60.22,65.36,57.04,64.8,55.67327034279019,65.36,55.67327034279019,61.855000000000004,2.622224350777336,8.743418514366127,6.1211941635887905
1709821800,65.62,66.95,63.07,66.82,58.7641351713951,66.95,58.7641351713951,65.615,2.7797700001053265,9.595906663720449,6.816136663615122
1709908200,69.12,82.2,68.1,74.6,62.189567585697546,82.2,62.189567585697546,73.505,3.167156431805191,10.77508220337161,7.6079257715664195
1710163800,82.265,82.88,73,73.4,67.84728379284877,82.88,67.84728379284877,77.88624999999999,3.0979939650238304,11.480418227846208,8.382424262822378
1710250200,75,76.4524,66.32,74.16,72.86676689642438,76.4524,66.32,72.98310000000001,2.864322770467224,11.962827725906408,9.098504955439184
1710336600,72.08,81.6629,70.93,71.78,72.92493344821219,81.6629,70.93,74.113225,2.3328742871724764,12.01459781440478,9.681723527232304
1710423000,67.87,69.245,57.69,61.32,73.5190792241061,73.5190792241061,57.69,64.03125,1.1216803598335527,11.083823977024245,9.962143617190693
1710509400,56.05,66.8,56,65.64,68.77516461205305,68.77516461205305,56,61.1225,0.48859647889192814,10.572889215805603,10.084292736913675
1710768600,63.64,66.5,59.108,64.19,64.94883230602653,66.5,59.108,63.3595,-0.11829345209637232,9.936425921793209,10.054719373889581
1710855000,55.8,60.74,51.66,58.95,64.15416615301326,64.15416615301326,51.66,56.787499999999994,-0.9185506808579067,8.906531022817198,9.825081703675105
1710941400,59.36,72.97,58.56,72.75,60.47083307650663,72.97,58.56,65.91,-0.5808740975288806,9.098989081764003,9.679863179292884
1711027800,74.9,83.49,71.9,75.34,63.19041653825332,83.49,63.19041653825332,76.4075,-0.2617362925340636,9.352692813625303,9.614429106159367
1711114200,70.7,74.83,68.5,71.99,69.79895826912666,74.83,68.5,71.505,-0.349428338853798,9.17764368259212,9.527072021445917
1711373400,75.2,87.3684,74.5,85.17,70.65197913456333,87.3684,70.65197913456333,80.5596,0.36818590837110676,9.9873044069098,9.619118498538693
1711459800,85.89,85.9143,77.5,77.76,75.60578956728168,85.9143,75.60578956728168,81.766075,0.2380871462062295,9.91672743129648,9.67864028509025
1711546200,82.8,82.88,70.5,72,78.68593228364084,82.88,70.5,77.045,-0.311765218690514,9.288933761727108,9.600698980417622
1711632600,73.95,79.13,72.5701,76.7,77.86546614182042,79.13,72.5701,75.587525,-0.42764350071534274,9.066144604523444,9.493788105238787
1711978200,74.96,78.8,67.4,69.19,76.7264955709102,78.8,67.4,72.5875,-1.0436796932197936,8.189188488714045,9.232868181933839
1712064600,61.6,67,60.33,65.63,74.6569977854551,74.6569977854551,60.33,63.64,-1.6864530099660158,7.124801919476319,8.811254929442335
1712151000,64.9,70.89,64.28,68.6,69.14849889272756,70.89,64.28,67.1675,-1.8917162865330006,6.446609571276085,8.338325857809085
1712237400,73.21,74,67.41,67.52,68.15799944636379,74,67.41,70.535,-2.0661464401441574,5.755642807628888,7.8217892477730455
1712323800,64.57,69.74,62.2501,62.66,69.34649972318189,69.74,62.2501,64.805025,-2.448628676294236,4.761003402405251,7.209632078699487
1712583000,68.96,73.46,67.3,70.91,67.07576236159095,73.46,67.07576236159095,70.1575,-2.09923308359064,4.585590724211187,6.684823807801827
1712669400,68.79,69.54,62.49,63.5,68.61663118079548,69.54,62.49,66.08000000000001,-2.3040265794655905,3.8047905834698383,6.108817162935429
1712755800,60.62,67.55,58.99,67.31,67.34831559039775,67.55,58.99,63.6175,-2.124153915510367,3.4536247685474706,5.577778684057837
1712842200,67.89,74.5,65.52,73.71,65.48290779519887,74.5,65.48290779519887,70.40499999999999,-1.5424800513321468,3.6496786198926543,5.192158671224801
1712928600,71.1,71.99,63.4543,64.5,67.94395389759943,71.99,63.4543,67.76107499999999,-1.732135392312772,3.0269894308338365,4.759124823146609
1713187800,65.1,66.27,51.85,52.51,67.85251444879971,67.85251444879971,51.85,58.9325,-2.568768108071323,1.5481646880574544,4.116932796128777
1713274200,52.05,52.05,44.1001,50.32,63.39250722439985,63.39250722439985,44.1001,49.630024999999996,-3.1357881913362275,0.19719755695849273,3.3329857482947203
1713360600,51.83,53,44.26,47.9,56.51126611219992,56.51126611219992,44.26,49.2475,-3.511627137183054,-1.0565481731840975,2.4550789639989565
1713447000,48.66,54.28,47.64,49.94,52.87938305609996,54.28,47.64,50.129999999999995,-3.4553048621030817,-1.8640521136298958,1.591252748473186
1713533400,52.4,54.05,46.1386,46.44,51.504691528049975,54.05,46.1386,49.757149999999996,-3.4767393316609834,-2.7546714161030437,0.7220679155579399
1713792600,49,53.5,48.2209,53.07,50.630920764024985,53.5,48.2209,50.947725,-2.8913894653645773,-2.8921689161477815,-0.0007794507832044051
1713879000,52.1,58.9699,52,57.85,50.78932288201249,58.9699,50.78932288201249,55.229975,-2.0678765565599533,-2.585625146483146,-0.5177485899231927
1713965400,58.2,59.19,51.9295,52.19,53.00964894100625,59.19,51.9295,55.377375,-1.799800875461734,-2.7674996842503603,-0.9676988087886262
1714051800,48,52.7099,47,51.68,54.193511970503124,54.193511970503124,47,49.847475,-1.5611523793414275,-2.9191392829654106,-1.357986903623983
1714138200,50.44,57.7199,49.43,57.5,52.02049348525156,57.7199,49.43,53.772475,-0.9459346271535409,-2.5404051875659093,-1.5944705604123683
1714397400,54.37,54.5,47.9701,48.78,52.89648424262578,54.5,47.9701,51.405025,-1.0526941473407816,-2.9103382445883454,-1.8576440972475639
1714483800,47.14,47.93,41.74,42.39,52.15075462131289,52.15075462131289,41.74,44.8,-1.4552840647736285,-3.6767491782145996,-2.221465113440971
1714570200,40.38,48.4,40,44.79,48.47537731065644,48.47537731065644,40,43.3925,-1.457916163578136,-4.043860317913641,-2.585944154335505
1714656600,47.52,54.48,45.15,53.03,45.93393865532822,54.48,45.15,50.045,-0.8337064286302129,-3.628077190123271,-2.794370761493058
1714743000,53.66,54.34,47.18,50.31,47.98946932766411,54.34,47.18,51.3725,-0.5468678918435597,-3.4779556262975078,-2.931087734453948
1715002200,51.55,55.9399,51.09,51.91,49.68098466383206,55.9399,49.68098466383206,52.622475,-0.20958490593690016,-3.1930688668750733,-2.983483960938173
1715088600,51.83,53.679,45.9,46.13,51.15172983191603,53.679,45.9,49.38475,-0.3288619206271961,-3.394561361722168,-3.065699441094972
1715175000,43.92,46.325,42.84,44.79,50.26823991595801,50.26823991595801,42.84,44.46875,-0.44394923025916366,-3.6206359789189264,-3.1766867486597627
1715261400,44.33,45.85,42.29,44.52,47.36849495797901,47.36849495797901,42.29,44.2475,-0.4810806966026169,-3.778037619413034,-3.296956922810417
1715347800,46.05,46.16,40.23,40.34,45.807997478989506,46.16,40.23,43.195,-0.7158350431128091,-4.191750726701429,-3.4759156835886196
1715607000,41.5,42.63,39.05,39.78,44.50149873949475,44.50149873949475,39.05,40.739999999999995,-0.829497895681139,-4.512788053190043,-3.683290157508904
1715693400,38.14,42.6885,38.05,41.15,42.62074936974737,42.6885,38.05,40.007124999999995,-0.7362458665656697,-4.603597490715991,-3.8673516241503214
1715779800,44.84,48.5,43.04,47.85,41.31393718487368,48.5,41.31393718487368,46.0575,-0.17636582227082354,-4.087808901988851,-3.911443079718027
1715866200,45.89,46.4,38.71,38.92,43.68571859243684,46.4,38.71,42.480000000000004,-0.35043032731427903,-4.349480988860876,-3.9990506615465966
1715952600,41.2,43.3399,39.0901,42.15,43.08285929621842,43.3399,39.0901,41.445,-0.1985708144083791,-4.247264179557071,-4.048693365148692
1716211800,42.34,49.73,40.595,49.33,42.26392964810921,49.73,40.595,45.49875,0.4021431872807666,-3.5460143810477334,-3.9481575683285
1716298200,52.03,52.85,47.07,49.44,43.881339824054606,52.85,43.881339824054606,50.3475,0.8005926173214979,-2.9474167966766274,-3.7480094139981253
1716384600,49.09,55.2,47.53,51.91,47.1144199120273,55.2,47.1144199120273,50.9325,1.2001641289312937,-2.2478042528340083,-3.447968381765302
1716471000,53.04,53.4,46,46.33,49.02345995601365,53.4,46,49.692499999999995,1.063025130080776,-2.119186969164332,-3.182212099245108
1716557400,47.11,54.25,46.89,54.18,49.357979978006824,54.25,46.89,50.6075,1.4513238097872843,-1.3680573370110025,-2.8193811467982868
1716903000,53.21,58.5,51.25,57.5,49.98273998900341,58.5,49.98273998900341,55.115,1.8561995109414182,-0.4991317581215142,-2.3553312690629324
1716989400,54.55,55.4,52.01,53.66,52.54886999450171,55.4,52.01,53.904999999999994,1.7890759876183062,-0.11898628454004978,-1.908062272158356
1717075800,55.55,59.1,52.1,52.7,53.22693499725085,59.1,52.1,54.8625,1.6093484262725686,0.10362326068235461,-1.505725165590214
1717162200,54.67,55.0826,45.66,48.8,54.044717498625424,55.0826,45.66,51.05315,1.1771724889233102,-0.0342595544360762,-1.2114320433593864
1717421400,51.65,54.26,48.22,51,52.54893374931271,54.26,48.22,51.2825,0.9960269120735225,0.033601596732516725,-0.9624253153410057
1717507800,50.78,57.8081,50.6,56.45,51.915716874656354,57.8081,50.6,53.909525,1.1868555129851623,0.5211440758904473,-0.665711437094715
1717594200,57.9,60.06,54.97,59.85,52.91262093732818,60.06,52.91262093732818,58.195,1.467295476974727,1.1684079091236939,-0.2988875678510332
1717680600,59.265,65.71,58.7,62.45,55.55381046866409,65.71,55.55381046866409,61.53125,1.734802586714017,1.8696156655414882,0.13481307882747112
1717767000,62.15,65.44,56.06,56.17,58.54253023433205,65.44,56.06,59.955,1.40952564852273,1.896720139480884,0.4871944909581537
1718026200,54.88,60.44,54,58.72,59.24876511716602,60.44,54,57.01,1.2900520852578659,2.099759597530486,0.8097075122726202
1718112600,55.02,56.75,51.42,56.04,58.12938255858301,58.12938255858301,51.42,54.8075,0.9691284205106088,2.021118037910881,1.0519896174002723
1718199000,59.502,64.8,59.09,60.98,56.468441279291504,64.8,56.468441279291504,61.092999999999996,1.0228448422841905,2.3305456702555105,1.30770082797132
1718285400,60.31,62.06,55.37,57.53,58.78072063964575,62.06,55.37,58.8175,0.7708010389868978,2.2712021267049423,1.5004010877180445
1718371800,56.65,58.53,52.52,55.98,58.79911031982287,58.79911031982287,52.52,55.92,0.4598219525952758,2.075178528462139,1.6153565758668633
1718631000,53.87,57.7799,51.3,56.07,57.35955515991144,57.7799,51.3,54.754975,0.2318183515220984,1.9051295152694863,1.6733111637473879
1718717400,53,55.0994,51.21,51.99,56.05726507995572,56.05726507995572,51.21,52.824850000000005,-0.19887351636421813,1.4247192682921153,1.6235927846563334
1718890200,52.7,53.94,48.6206,51.46,54.44105753997786,54.44105753997786,48.6206,51.680150000000005,-0.5070229042411045,0.9898141543549528,1.4968370585960573
1718976600,47.85,48.48,45.2545,47.48,53.06060376998893,53.06060376998893,45.2545,47.266124999999995,-0.9412266719971911,0.3203037185995683,1.2615303905967594
1719235800,43.74,45.58,40,41.73,50.163364384994466,50.163364384994466,40,42.762499999999996,-1.5424892229701288,-0.6665811381159017,0.8759080848542271
1719322200,43.61,45.96,42.2,45.55,46.462932192497234,46.462932192497234,42.2,44.33,-1.6026911186479904,-1.1274558134557608,0.4752353051922295
1719408600,44.87,46.2281,41.65,42.46,45.396466096248616,46.2281,41.65,43.802025,-1.7579379945528966,-1.722187187998891,0.03575080655400542
1719495000,43.75,46.89,43.27,46.2,44.59924554812431,46.89,43.27,45.0275,-1.5247375848100995,-1.8701711744586191,-0.34543358964851956
1719581400,46.11,46.8099,43.98,45.47,44.81337277406216,46.8099,43.98,45.592475,-1.3420804646084,-2.0230341704090193,-0.6809537058006195
1719840600,46.92,50.9799,46.1721,49.94,45.202923887031076,50.9799,45.202923887031076,48.503,-0.8657673624667203,-1.76316290888402,-0.8973955464172997
1719927000,49.09,50.5899,46.9291,47.49,46.85296194351554,50.5899,46.85296194351554,48.524750000000004,-0.6700104744636068,-1.7349086394968083,-1.0648981650332014
1720013400,45.89,47.18,45.25,46.42,47.688855971757775,47.688855971757775,45.25,46.185,-0.5707672202786436,-1.7783571903815059,-1.2075899701028623
1720186200,41.3,46.28,40.01,45.64,46.93692798587889,46.93692798587889,40.01,43.307500000000005,-0.5174113209106994,-1.8543541212412364,-1.336942800330537
1720445400,46.72,46.76,43.2966,44.38,45.12221399293945,46.76,43.2966,45.28914999999999,-0.5250669245381598,-1.9932764560032368,-1.468209531465077
1720531800,45.66,46.36,43.67,44.08,45.20568199646972,46.36,43.67,44.942499999999995,-0.5081003458653706,-2.10333496379679,-1.5952346179314196
1720618200,44.8,45.4599,42.22,44.01,45.07409099823486,45.4599,42.22,44.122474999999994,-0.4607543502832683,-2.171177555785505,-1.7104232055022366
1720704600,45.83,46.9782,41.5301,41.89,44.59828299911743,46.9782,41.5301,44.057075,-0.5266251385143743,-2.3687046286452045,-1.8420794901308302
1720791000,42.35,44.8,41.94,43.19,44.327678999558714,44.8,41.94,43.07,-0.4405482624282271,-2.392764818166114,-1.952216555737887
1721050200,47.86,54.96,47.25,53.08,43.69883949977935,54.96,43.69883949977935,50.787499999999994,0.28545200465437914,-1.595401549919913,-1.8808535545742922
1721136600,53.26,57.13,49.37,56.86,47.243169749889674,57.13,47.243169749889674,54.155,0.9839091933927517,-0.6509670628333524,-1.634876256226104
1721223000,54.28,58.782,52.29,55.84,50.69908487494484,58.782,50.69908487494484,55.298,1.3199213198427262,0.015025393577303703,-1.3048959262654225
1721309400,56.75,57.8244,47.52,48.71,52.99854243747242,57.8244,47.52,52.701100000000004,1.0182112984693323,-0.03213180317875697,-1.0503431016480893
1721395800,49.46,59.62,48.82,58.86,52.84982121873621,59.62,48.82,54.19,1.4330540487009276,0.7409744592280703,-0.6920795894728573
1721655000,60.03,62.59,56.5501,62.14,53.519910609368104,62.59,53.519910609368104,60.327524999999994,1.8335778812968466,1.599892762148201,-0.2336851191486456
1721741400,61.3,65.6162,58.5,58.62,56.923717804684046,65.6162,56.923717804684046,61.00905,1.7659915637370598,1.9738043355226793,0.2078127717856194
1721827800,60.05,62,52.5,52.99,58.966383902342024,62,52.5,56.885000000000005,1.2698655366554985,1.7951446926049925,0.525279155949494
1721914200,50.551,51.287,45,47,57.92569195117102,57.92569195117102,45,48.4595,0.5052782285887052,1.1568769416853755,0.6515987130966703
1722000600,51.79,54.04,49.5,51.66,53.192595975585505,54.04,49.5,51.747499999999995,0.2910120090370393,1.0153637243929694,0.7243517153559301
1722259800,55.17,56.88,47.72,47.87,52.47004798779275,56.88,47.72,51.910000000000004,-0.10701395893101495,0.5905842666921615,0.6975982256231764
1722346200,48.33,49.7,43.25,43.83,52.190023993896375,52.190023993896375,43.25,46.2775,-0.6150623077362426,-0.07122965904712686,0.5438326486891157
1722432600,47.14,47.5,43.64,43.78,49.23376199694819,49.23376199694819,43.64,45.515,-0.909403489361913,-0.5929217130132756,0.31648177634863744
1722519000,44.71,44.73,37,39.16,47.374380998474095,47.374380998474095,37,41.4,-1.3439413168197567,-1.3634448696760586,-0.019503552856301787
1722605400,39.38,41.46,34.2027,36.07,44.38719049923705,44.38719049923705,34.2027,37.778175,-1.7428683551163413,-2.1980889967517285,-0.4552206416353871
1722864600,21.7,33.6893,20.82,30.72,41.08268274961853,41.08268274961853,20.82,26.732325000000003,-2.2388183968196858,-3.253743637659994,-1.0149252408403084
1722951000,31.56,33.17,28.615,32.12,33.907503874809265,33.907503874809265,28.615,31.36625,-2.3337101059438035,-3.9320628732700627,-1.5983527673262592
1723037400,33.07,34.1399,26.6714,27.17,32.63687693740464,34.1399,26.6714,30.262825000000003,-2.572175009654622,-4.813571529394537,-2.2413965197399146
1723123800,29.2,31.95,28.22,31.25,31.44985096870232,31.95,28.22,30.155,-2.305992074542275,-5.123886612917758,-2.817894538375483
1723210200,30.9,33.3,30.34,32.46,30.80242548435116,33.3,30.34,31.75,-1.9153602727784746,-5.212094879348577,-3.296734606570102
1723469400,31.83,32.9,29.78,30.98,31.27621274217558,32.9,29.78,31.3725,-1.6345079190799394,-5.339869505420026,-3.7053615863400866
1723555800,31.44,33.89,30.95,32.87,31.324356371087788,33.89,30.95,32.2875,-1.2183950398747037,-5.228355386183466,-4.0099603463087625
1723642200,33.88,34.1499,31.02,32.21,31.805928185543895,34.1499,31.02,32.814975,-0.8992748824187657,-5.13405394933222,-4.234779066913454
1723728600,33,35.17,32.31,32.64,32.31045159277195,35.17,32.31,33.28,-0.5860658069460154,-4.967361325595974,-4.381295518649958
1723815000,33.08,35.4493,32.55,35.22,32.79522579638598,35.4493,32.55,34.074825000000004,-0.1544368807024501,-4.57434161952802,-4.41990473882557
1724074200,34.66,35.93,33.5425,34.93,33.43502539819299,35.93,33.43502539819299,34.765625,0.14598391001763833,-4.237424851303523,-4.383408761321161
1724160600,36.4,36.695,30.5,32.51,34.100325199096496,36.695,30.5,34.02625,0.21215307825217256,-4.1182174135059455,-4.330370491758118
1724247000,32.35,35.64,31.79,35.37,34.06328759954825,35.64,31.79,33.7875,0.46450289576038806,-3.7497418720576334,-4.2142447678180215
1724333400,34.93,35.7,32.417,32.74,33.92539379977413,35.7,32.417,33.94675,0.468900872475011,-3.6281186772242577,-4.097019549699269
1724419800,33.5,37.13,33.18,36.92,33.93607189988707,37.13,33.18,35.182500000000005,0.7511864604599565,-3.158036474124323,-3.9092229345842795
1724679000,36.22,36.7,33.901,34.39,34.559285949943536,36.7,33.901,35.30275,0.7629201125251837,-2.9555727939278,-3.7184929064529837
1724765400,33.53,33.84,31.07,32.42,34.931017974971766,34.931017974971766,31.07,32.715,0.6384609976663147,-2.9204166593700904,-3.558877657036405
1724851800,31.42,32.1572,29.02,29.8,33.823008987485885,33.823008987485885,29.02,30.5993,0.39222658420906154,-3.0685944267750784,-3.46082101098414
1724938200,30.95,31.73,28.92,29.16,32.21115449374294,32.21115449374294,28.92,30.189999999999998,0.20803879824070393,-3.20077251318326,-3.408811311423964
1725024600,29.33,29.59,26.54,27.52,31.200577246871468,31.200577246871468,26.54,28.245,0.008104238115029805,-3.398681013780177,-3.4067852518952066
1725370200,27.19,27.36,23,23.34,29.722788623435733,29.722788623435733,23,25.2225,-0.35333453226360323,-3.848453417224711,-3.4951188849611077
1725456600,22.64,23.27,21.02,21.68,27.472644311717865,27.472644311717865,21.02,22.152499999999996,-0.635427961488026,-4.2894038368211405,-3.6539758753331144
1725543000,21.21,22.5,20.28,20.73,24.81257215585893,24.81257215585893,20.28,21.18,-0.8062426541858279,-4.661779193065399,-3.8555365388795715
1725629400,21.6,21.82,17.24,17.49,22.996286077929465,22.996286077929465,17.24,19.537499999999998,-1.0426604622544353,-5.158862116697616,-4.116201654443181
1725888600,18.44,19.9,18.18,19.31,21.26689303896473,21.26689303896473,18.18,18.9575,-0.9825098069136802,-5.344338913085281,-4.361829106171601
1725975000,19.32,20.34,17.942801,20.22,20.112196519482367,20.34,17.942801,19.45570025,-0.7954637164238596,-5.356158751701425,-4.560695035277566
1726061400,18.87,20.2699,18.02,19.87,19.783948384741183,20.2699,18.02,19.257475,-0.6172845243929537,-5.332300690768758,-4.715016166375804
1726147800,20.22,21.9,19.56,21.24,19.52071169237059,21.9,19.52071169237059,20.729999999999997,-0.34283008214784694,-5.143553769060613,-4.800723686912766
1726234200,21.14,22.7898,20.91,21.25,20.125355846185293,22.7898,20.125355846185293,21.52245,-0.10843017729438742,-4.936261408530751,-4.827831231236363
1726493400,20.07,21.27,19.37,20.83,20.823902923092646,21.27,19.37,20.385,0.0613822280330627,-4.751103446195035,-4.812485674228098
1726579800,21.6,22.41,20.6,21.1,20.604451461546326,22.41,20.6,21.427500000000002,0.2257048785565967,-4.530354576032352,-4.756059454588948
1726666200,20.75,22.78,20.67,21.1,21.015975730773164,22.78,20.67,21.325000000000003,0.36022739594810815,-4.305775209653813,-4.666002605601921
1726752600,23.65,24.38,22.21,22.56,21.170487865386583,24.38,21.170487865386583,23.200000000000003,0.5613726326393165,-3.964286814802776,-4.525659447442092
1726839000,22.75,23.91,21.78,23.01,22.185243932693293,23.91,21.78,22.8625,0.7279960111672841,-3.615664433482987,-4.343660444650271
1727098200,23.35,23.94,22.638,23.06,22.523871966346647,23.94,22.523871966346647,23.247000000000003,0.8370607692685832,-3.2973344830645424,-4.1343952523331255
1727184600,23.12,23.58,21.32,23.42,22.885435983173323,23.58,21.32,22.860000000000003,0.9222071893119144,-2.9816362656932327,-3.903843455005147
1727271000,23,24.01,22.1275,22.18,22.87271799158666,24.01,22.1275,22.829375,0.8836883835632268,-2.7992329755511136,-3.6829213591143404
1727357400,23.09,25.98,23,25.57,22.85104649579333,25.98,22.85104649579333,24.409999999999997,1.0631395084261657,-2.3539969735816335,-3.417136482007799
1727443800,26.32,29.08,25.4401,28.75,23.63052324789666,29.08,23.63052324789666,27.397525,1.3539780191305235,-1.724663958094645,-3.0786419772251685
1727703000,26.7,26.92,24.44,24.84,25.51402412394833,26.92,24.44,25.725,1.2438325237746204,-1.5238513225068928,-2.767683846281513
1727789400,24.92,24.92,19.7701,21.15,25.619512061974167,25.619512061974167,19.7701,22.690025,0.8993369707613703,-1.6435126328298004,-2.5428496035911707
1727875800,20.605,22.21,20.21,20.98,24.154768530987084,24.154768530987084,20.21,21.00125,0.6486027736290838,-1.7320961365548158,-2.3806989101838996
1727962200,20.57,21.47,20.1901,20.64,22.57800926549354,22.57800926549354,20.1901,20.717525000000002,0.45745297906700344,-1.8088826863501453,-2.2663356654171487
1728048600,21.85,22.62,20.8,22.53,21.647767132746772,22.62,20.8,21.95,0.4549406842261048,-1.6976598101345175,-2.1526004943606223
1728307800,22.78,23.91,21.509,22,21.798883566373384,23.91,21.509,22.54975,0.41531877005857254,-1.6334520317874066,-2.048770801845979
1728394200,21.33,22.29,20.99,21.7,22.17431678318669,22.29,20.99,21.5775,0.36824577883342036,-1.5884635783042036,-1.956709357137624
1728480600,21.63,22.92,21.17,21.51,21.875908391593345,22.92,21.17,21.8075,0.3251508772458789,-1.5502707605802755,-1.8754216378261543
1728567000,21.28,21.5518,20.18,20.78,21.841704195796673,21.841704195796673,20.18,20.94795,0.25160584804490926,-1.5609143277700177,-1.812520175814927
